Date & Time,Temperature,Clouds,Humidity,Barometer,Wind,Wind Direction
"Sunday, 1 March 2015, 06:00 — 12:00",16 / 14 °C,More clouds than sun,75%,1012 mbar,7 km/h,NNW
"Sunday, 1 March 2015, 12:00 — 18:00",15 / 14 °C,Rain. More clouds than sun,86%,1010 mbar,14 km/h,ESE
"Sunday, 1 March 2015, 18:00 — 00:00",14 / 13 °C,Thunderstorms. Mostly cloudy,95%,1008 mbar,20 km/h,E
"Monday, 2 March 2015, 00:00 — 06:00",13 / 13 °C,Thunderstorms. Partly cloudy,98%,1008 mbar,17 km/h,SE
"Monday, 2 March 2015, 06:00 — 12:00",15 / 13 °C,Fog,90%,1011 mbar,16 km/h,S
"Monday, 2 March 2015, 12:00 — 18:00",17 / 16 °C,Broken clouds,75%,1012 mbar,12 km/h,SSW
"Monday, 2 March 2015, 18:00 — 00:00",16 / 14 °C,Passing clouds,76%,1014 mbar,5 km/h,SSE
"Tuesday, 3 March 2015, 00:00 — 06:00",14 / 10 °C,Fog,87%,1015 mbar,2 km/h,SSW
"Tuesday, 3 March 2015, 06:00 — 12:00",16 / 10 °C,Fog,94%,1017 mbar,2 km/h,ENE
"Tuesday, 3 March 2015, 12:00 — 18:00",19 / 17 °C,Scattered clouds,65%,1015 mbar,5 km/h,N
"Tuesday, 3 March 2015, 18:00 — 00:00",18 / 13 °C,Passing clouds,70%,1015 mbar,8 km/h,NNW
"Wednesday, 4 March 2015, 00:00 — 06:00",13 / 10 °C,Fog,86%,1014 mbar,5 km/h,NNW
"Wednesday, 4 March 2015, 06:00 — 12:00",19 / 10 °C,Clear,73%,1016 mbar,7 km/h,WNW
"Wednesday, 4 March 2015, 12:00 — 18:00",23 / 20 °C,Scattered clouds,42%,1014 mbar,10 km/h,N
"Wednesday, 4 March 2015, 18:00 — 00:00",21 / 16 °C,Passing clouds,62%,1015 mbar,2 km/h,N
"Thursday, 5 March 2015, 00:00 — 06:00",16 / 13 °C,Fog,81%,1016 mbar,14 km/h,NE
"Thursday, 5 March 2015, 06:00 — 12:00",17 / 13 °C,Broken clouds,72%,1018 mbar,14 km/h,N
"Thursday, 5 March 2015, 12:00 — 18:00",17 / 14 °C,Broken clouds,81%,1017 mbar,13 km/h,NNE
"Thursday, 5 March 2015, 18:00 — 00:00",14 / 11 °C,Passing clouds,86%,1018 mbar,11 km/h,NE
"Friday, 6 March 2015, 00:00 — 06:00",11 / 9 °C,Clear,89%,1018 mbar,9 km/h,NNW
"Friday, 6 March 2015, 06:00 — 12:00",20 / 9 °C,Clear,67%,1020 mbar,9 km/h,N
"Friday, 6 March 2015, 12:00 — 18:00",23 / 20 °C,Clear,42%,1019 mbar,11 km/h,N
"Friday, 6 March 2015, 18:00 — 00:00",20 / 16 °C,Clear,66%,1018 mbar,5 km/h,NNW
"Saturday, 7 March 2015, 00:00 — 06:00",16 / 13 °C,Passing clouds,79%,1016 mbar,2 km/h,NW
"Saturday, 7 March 2015, 06:00 — 12:00",16 / 13 °C,Fog,80%,1017 mbar,8 km/h,WNW
"Saturday, 7 March 2015, 12:00 — 18:00",16 / 15 °C,Fog,83%,1013 mbar,13 km/h,ESE
"Saturday, 7 March 2015, 18:00 — 00:00",15 / 13 °C,Passing clouds,84%,1014 mbar,12 km/h,SSE
"Sunday, 8 March 2015, 00:00 — 06:00",13 / 10 °C,Fog,94%,1015 mbar,11 km/h,NE
"Sunday, 8 March 2015, 06:00 — 12:00",18 / 10 °C,Clear,77%,1014 mbar,17 km/h,E
"Sunday, 8 March 2015, 12:00 — 18:00",20 / 15 °C,Broken clouds,59%,1014 mbar,31 km/h,S
"Sunday, 8 March 2015, 18:00 — 00:00",15 / 11 °C,Passing clouds,76%,1016 mbar,14 km/h,WSW
"Monday, 9 March 2015, 00:00 — 06:00",10 / 9 °C,Passing clouds,87%,1018 mbar,5 km/h,SSW
"Monday, 9 March 2015, 06:00 — 12:00",14 / 9 °C,Fog,83%,1023 mbar,9 km/h,N
"Monday, 9 March 2015, 12:00 — 18:00",18 / 14 °C,Scattered clouds,57%,1024 mbar,6 km/h,ENE
"Monday, 9 March 2015, 18:00 — 00:00",16 / 13 °C,Clear,61%,1024 mbar,3 km/h,W
"Tuesday, 10 March 2015, 00:00 — 06:00",13 / 10 °C,Clear,74%,1022 mbar,6 km/h,NNW
"Tuesday, 10 March 2015, 06:00 — 12:00",18 / 10 °C,Passing clouds,61%,920 mbar,12 km/h,NNW
"Tuesday, 10 March 2015, 12:00 — 18:00",24 / 22 °C,Scattered clouds,36%,1020 mbar,13 km/h,NNW
"Tuesday, 10 March 2015, 18:00 — 00:00",22 / 16 °C,Clear,53%,1020 mbar,3 km/h,NW
"Wednesday, 11 March 2015, 00:00 — 06:00",16 / 11 °C,Clear,74%,1018 mbar,5 km/h,WNW
"Wednesday, 11 March 2015, 06:00 — 12:00",23 / 11 °C,Scattered clouds,53%,1020 mbar,6 km/h,NNW
"Wednesday, 11 March 2015, 12:00 — 18:00",26 / 23 °C,Scattered clouds,27%,1019 mbar,7 km/h,NNW
"Wednesday, 11 March 2015, 18:00 — 00:00",23 / 17 °C,Passing clouds,54%,1019 mbar,3 km/h,WNW
"Thursday, 12 March 2015, 00:00 — 06:00",17 / 14 °C,Passing clouds,73%,1019 mbar,2 km/h,WNW
"Thursday, 12 March 2015, 06:00 — 12:00",23 / 14 °C,Scattered clouds,63%,1020 mbar,7 km/h,W
"Thursday, 12 March 2015, 12:00 — 18:00",26 / 24 °C,Passing clouds,32%,1018 mbar,9 km/h,N
"Thursday, 12 March 2015, 18:00 — 00:00",24 / 17 °C,Passing clouds,51%,1017 mbar,1 km/h,N
"Friday, 13 March 2015, 00:00 — 06:00",16 / 12 °C,Fog,79%,1016 mbar,1 km/h,NNW
"Friday, 13 March 2015, 06:00 — 12:00",22 / 12 °C,Fog,75%,1017 mbar,0 km/h,SE
"Friday, 13 March 2015, 12:00 — 18:00",26 / 23 °C,Haze,36%,1015 mbar,6 km/h,ENE
"Friday, 13 March 2015, 18:00 — 00:00",24 / 17 °C,Passing clouds,59%,1016 mbar,5 km/h,ENE
"Saturday, 14 March 2015, 00:00 — 06:00",17 / 14 °C,Passing clouds,78%,1015 mbar,2 km/h,ENE
"Saturday, 14 March 2015, 06:00 — 12:00",20 / 13 °C,Scattered clouds,75%,1018 mbar,7 km/h,SE
"Saturday, 14 March 2015, 12:00 — 18:00",24 / 21 °C,Scattered clouds,58%,1015 mbar,12 km/h,NE
"Saturday, 14 March 2015, 18:00 — 00:00",22 / 18 °C,Thunderstorms. Overcast,68%,1014 mbar,5 km/h,ENE
"Sunday, 15 March 2015, 00:00 — 06:00",18 / 17 °C,Partly cloudy,75%,1014 mbar,8 km/h,E
"Sunday, 15 March 2015, 06:00 — 12:00",22 / 15 °C,Broken clouds,77%,1016 mbar,18 km/h,ESE
"Sunday, 15 March 2015, 12:00 — 18:00",24 / 21 °C,More clouds than sun,57%,1012 mbar,20 km/h,SE
"Sunday, 15 March 2015, 18:00 — 00:00",20 / 14 °C,Thundershowers. Partly cloudy,94%,1014 mbar,19 km/h,ESE
"Monday, 16 March 2015, 00:00 — 06:00",14 / 13 °C,Thundershowers. Partly cloudy,94%,1014 mbar,14 km/h,SE
"Monday, 16 March 2015, 06:00 — 12:00",18 / 13 °C,Broken clouds,84%,1017 mbar,17 km/h,SE
"Monday, 16 March 2015, 12:00 — 18:00",20 / 19 °C,Scattered clouds,62%,1018 mbar,9 km/h,S
"Monday, 16 March 2015, 18:00 — 00:00",19 / 15 °C,Passing clouds,72%,1020 mbar,9 km/h,ESE
"Tuesday, 17 March 2015, 00:00 — 06:00",15 / 12 °C,Passing clouds,88%,1020 mbar,4 km/h,NNW
"Tuesday, 17 March 2015, 06:00 — 12:00",21 / 13 °C,Clear,70%,1021 mbar,8 km/h,N
"Tuesday, 17 March 2015, 12:00 — 18:00",23 / 22 °C,Scattered clouds,50%,1017 mbar,15 km/h,W
"Tuesday, 17 March 2015, 18:00 — 00:00",22 / 17 °C,Passing clouds,61%,1016 mbar,9 km/h,W
"Wednesday, 18 March 2015, 00:00 — 06:00",17 / 14 °C,Clear,76%,1014 mbar,12 km/h,WNW
"Wednesday, 18 March 2015, 06:00 — 12:00",24 / 13 °C,Clear,62%,1015 mbar,10 km/h,WNW
"Wednesday, 18 March 2015, 12:00 — 18:00",26 / 25 °C,Clear,30%,1013 mbar,15 km/h,WNW
"Wednesday, 18 March 2015, 18:00 — 00:00",25 / 19 °C,Clear,47%,1014 mbar,3 km/h,W
"Thursday, 19 March 2015, 00:00 — 06:00",19 / 15 °C,Clear,79%,1015 mbar,1 km/h,W
"Thursday, 19 March 2015, 06:00 — 12:00",25 / 14 °C,Scattered clouds,60%,1017 mbar,9 km/h,N
"Thursday, 19 March 2015, 12:00 — 18:00",27 / 26 °C,Scattered clouds,37%,1015 mbar,14 km/h,W
"Thursday, 19 March 2015, 18:00 — 00:00",25 / 20 °C,Passing clouds,55%,1016 mbar,2 km/h,W
"Friday, 20 March 2015, 00:00 — 06:00",20 / 17 °C,Passing clouds,74%,1015 mbar,2 km/h,NNE
"Friday, 20 March 2015, 06:00 — 12:00",26 / 16 °C,Scattered clouds,63%,1017 mbar,6 km/h,WSW
"Friday, 20 March 2015, 12:00 — 18:00",29 / 26 °C,Scattered clouds,37%,1015 mbar,10 km/h,NW
"Friday, 20 March 2015, 18:00 — 00:00",27 / 21 °C,Passing clouds,56%,1016 mbar,2 km/h,N
"Saturday, 21 March 2015, 00:00 — 06:00",29 / 17 °C,Clear,74%,1016 mbar,1 km/h,SE
"Saturday, 21 March 2015, 06:00 — 12:00",29 / 16 °C,Fog,67%,1018 mbar,2 km/h,W
"Saturday, 21 March 2015, 12:00 — 18:00",30 / 28 °C,Scattered clouds,39%,1016 mbar,11 km/h,W
"Saturday, 21 March 2015, 18:00 — 00:00",28 / 23 °C,Passing clouds,56%,1016 mbar,4 km/h,W
"Sunday, 22 March 2015, 00:00 — 06:00",23 / 18 °C,Passing clouds,72%,1015 mbar,7 km/h,WNW
"Sunday, 22 March 2015, 06:00 — 12:00",29 / 18 °C,Clear,59%,1015 mbar,7 km/h,WNW
"Sunday, 22 March 2015, 12:00 — 18:00",32 / 29 °C,Scattered clouds,30%,1013 mbar,20 km/h,W
"Sunday, 22 March 2015, 18:00 — 00:00",29 / 22 °C,Clear,51%,1012 mbar,8 km/h,W
"Monday, 23 March 2015, 00:00 — 06:00",22 / 19 °C,Clear,70%,1012 mbar,5 km/h,W
"Monday, 23 March 2015, 06:00 — 12:00",30 / 19 °C,Passing clouds,58%,1012 mbar,9 km/h,WNW
"Monday, 23 March 2015, 12:00 — 18:00",34 / 30 °C,Scattered clouds,29%,1010 mbar,11 km/h,W
"Monday, 23 March 2015, 18:00 — 00:00",29 / 25 °C,Clear,49%,1011 mbar,1 km/h,W
"Tuesday, 24 March 2015, 00:00 — 06:00",23 / 19 °C,Passing clouds,72%,1011 mbar,0 km/h,N
"Tuesday, 24 March 2015, 06:00 — 12:00",31 / 19 °C,Passing clouds,59%,1012 mbar,4 km/h,SSE
"Tuesday, 24 March 2015, 12:00 — 18:00",34 / 32 °C,Scattered clouds,33%,1010 mbar,9 km/h,W
"Tuesday, 24 March 2015, 18:00 — 00:00",31 / 24 °C,Passing clouds,51%,1012 mbar,8 km/h,N
"Wednesday, 25 March 2015, 00:00 — 06:00",24 / 20 °C,Passing clouds,68%,1013 mbar,20 km/h,NNE
"Wednesday, 25 March 2015, 06:00 — 12:00",29 / 19 °C,Passing clouds,57%,1016 mbar,13 km/h,NNW
"Wednesday, 25 March 2015, 12:00 — 18:00",32 / 29 °C,Scattered clouds,34%,1014 mbar,15 km/h,NNW
"Wednesday, 25 March 2015, 18:00 — 00:00",29 / 23 °C,Passing clouds,54%,1015 mbar,5 km/h,NW
"Thursday, 26 March 2015, 00:00 — 06:00",23 / 18 °C,Clear,71%,1015 mbar,2 km/h,ENE
"Thursday, 26 March 2015, 06:00 — 12:00",32 / 19 °C,Scattered clouds,53%,1016 mbar,3 km/h,SW
"Thursday, 26 March 2015, 12:00 — 18:00",33 / 30 °C,Scattered clouds,27%,1015 mbar,9 km/h,W
"Thursday, 26 March 2015, 18:00 — 00:00",29 / 24 °C,Passing clouds,47%,1016 mbar,3 km/h,NW
"Friday, 27 March 2015, 00:00 — 06:00",24 / 19 °C,Clear,68%,1016 mbar,6 km/h,S
"Friday, 27 March 2015, 06:00 — 12:00",31 / 19 °C,Clear,56%,1017 mbar,6 km/h,NNW
"Friday, 27 March 2015, 12:00 — 18:00",33 / 31 °C,Passing clouds,29%,1014 mbar,12 km/h,N
"Friday, 27 March 2015, 18:00 — 00:00",30 / 24 °C,Passing clouds,47%,1013 mbar,3 km/h,WNW
"Saturday, 28 March 2015, 00:00 — 06:00",24 / 20 °C,Passing clouds,65%,1012 mbar,3 km/h,W
"Saturday, 28 March 2015, 06:00 — 12:00",33 / 20 °C,Scattered clouds,55%,1013 mbar,2 km/h,S
"Saturday, 28 March 2015, 12:00 — 18:00",35 / 33 °C,Scattered clouds,27%,1009 mbar,7 km/h,S
"Saturday, 28 March 2015, 18:00 — 00:00",33 / 21 °C,Passing clouds,51%,1009 mbar,13 km/h,SSE
"Sunday, 29 March 2015, 00:00 — 06:00",20 / 19 °C,Thundershowers. Partly cloudy,79%,1009 mbar,22 km/h,NE
"Sunday, 29 March 2015, 06:00 — 12:00",24 / 20 °C,Broken clouds,72%,1010 mbar,23 km/h,N
"Sunday, 29 March 2015, 12:00 — 18:00",25 / 21 °C,Broken clouds,60%,1008 mbar,26 km/h,N
"Sunday, 29 March 2015, 18:00 — 00:00",21 / 18 °C,Thundershowers. Partly cloudy,74%,1009 mbar,14 km/h,N
"Monday, 30 March 2015, 00:00 — 06:00",18 / 15 °C,Thunderstorms,80%,1010 mbar,24 km/h,NE
"Monday, 30 March 2015, 06:00 — 12:00",23 / 15 °C,Broken clouds,76%,1012 mbar,12 km/h,N
"Monday, 30 March 2015, 12:00 — 18:00",25 / 23 °C,Broken clouds,62%,1010 mbar,8 km/h,SE
"Monday, 30 March 2015, 18:00 — 00:00",23 / 18 °C,Passing clouds,77%,1011 mbar,9 km/h,ENE
"Tuesday, 31 March 2015, 00:00 — 06:00",18 / 16 °C,Passing clouds,82%,1012 mbar,8 km/h,ESE
"Tuesday, 31 March 2015, 06:00 — 12:00",22 / 16 °C,Scattered clouds,77%,1014 mbar,9 km/h,E
"Tuesday, 31 March 2015, 12:00 — 18:00",24 / 23 °C,Broken clouds,68%,1012 mbar,12 km/h,ENE
"Tuesday, 31 March 2015, 18:00 — 00:00",23 / 21 °C,Passing clouds,79%,1012 mbar,8 km/h,NE
"Wednesday, 1 April 2015, 00:00 — 06:00",20 / 17 °C,Partly cloudy,88%,1010 mbar,7 km/h,NE
"Wednesday, 1 April 2015, 06:00 — 12:00",22 / 18 °C,Broken clouds,70%,918 mbar,6 km/h,ESE
"Wednesday, 1 April 2015, 12:00 — 18:00",23 / 22 °C,Broken clouds,75%,1008 mbar,12 km/h,E
"Wednesday, 1 April 2015, 18:00 — 00:00",23 / 17 °C,Passing clouds,73%,1008 mbar,14 km/h,ENE
"Thursday, 2 April 2015, 00:00 — 06:00",16 / 15 °C,Thunderstorms. Partly cloudy,85%,1007 mbar,14 km/h,ENE
"Thursday, 2 April 2015, 06:00 — 12:00",26 / 16 °C,Scattered clouds,61%,1009 mbar,18 km/h,E
"Thursday, 2 April 2015, 12:00 — 18:00",27 / 26 °C,Scattered clouds,42%,1009 mbar,19 km/h,E
"Thursday, 2 April 2015, 18:00 — 00:00",20 / 20 °C,Rain. Partly cloudy,83%,1005 mbar,11 km/h,N
"Friday, 3 April 2015, 00:00 — 06:00",20 / 18 °C,Partly cloudy,87%,1003 mbar,10 km/h,S
"Friday, 3 April 2015, 06:00 — 12:00",22 / 18 °C,Scattered clouds,77%,1005 mbar,7 km/h,ENE
"Friday, 3 April 2015, 12:00 — 18:00",27 / 24 °C,Scattered clouds,57%,1005 mbar,8 km/h,NNE
"Friday, 3 April 2015, 18:00 — 00:00",24 / 19 °C,Passing clouds,70%,1005 mbar,9 km/h,ENE
"Saturday, 4 April 2015, 00:00 — 06:00",19 / 16 °C,Clear,77%,1005 mbar,8 km/h,N
"Saturday, 4 April 2015, 06:00 — 12:00",26 / 17 °C,Clear,67%,1006 mbar,5 km/h,NNW
"Saturday, 4 April 2015, 12:00 — 18:00",28 / 26 °C,Scattered clouds,46%,1004 mbar,7 km/h,NNE
"Saturday, 4 April 2015, 18:00 — 00:00",27 / 19 °C,Passing clouds,60%,1006 mbar,9 km/h,E
"Sunday, 5 April 2015, 00:00 — 06:00",18 / 16 °C,Clear,84%,1007 mbar,10 km/h,ENE
"Sunday, 5 April 2015, 06:00 — 12:00",27 / 17 °C,Clear,64%,1010 mbar,8 km/h,SE
"Sunday, 5 April 2015, 12:00 — 18:00",30 / 28 °C,Passing clouds,42%,1009 mbar,10 km/h,N
"Sunday, 5 April 2015, 18:00 — 00:00",28 / 22 °C,Passing clouds,57%,1009 mbar,7 km/h,ENE
"Monday, 6 April 2015, 00:00 — 06:00",22 / 18 °C,Passing clouds,75%,1009 mbar,7 km/h,SSW
"Monday, 6 April 2015, 06:00 — 12:00",22 / 18 °C,Scattered clouds,74%,1010 mbar,11 km/h,NNW
"Monday, 6 April 2015, 12:00 — 18:00",25 / 22 °C,Scattered clouds,57%,1009 mbar,8 km/h,NE
"Monday, 6 April 2015, 18:00 — 00:00",23 / 20 °C,Passing clouds,64%,1010 mbar,7 km/h,ESE
"Tuesday, 7 April 2015, 00:00 — 06:00",20 / 18 °C,Partly cloudy,78%,1010 mbar,4 km/h,WSW
"Tuesday, 7 April 2015, 06:00 — 12:00",20 / 18 °C,Broken clouds,80%,1012 mbar,12 km/h,N
"Tuesday, 7 April 2015, 12:00 — 18:00",22 / 21 °C,Partly sunny,65%,1011 mbar,9 km/h,ESE
"Tuesday, 7 April 2015, 18:00 — 00:00",21 / 17 °C,Passing clouds,76%,1013 mbar,11 km/h,SSE
"Wednesday, 8 April 2015, 00:00 — 06:00",17 / 15 °C,Passing clouds,86%,1014 mbar,7 km/h,N
"Wednesday, 8 April 2015, 06:00 — 12:00",24 / 15 °C,Clear,65%,1016 mbar,4 km/h,NNE
"Wednesday, 8 April 2015, 12:00 — 18:00",29 / 24 °C,Scattered clouds,38%,1014 mbar,4 km/h,NNW
"Wednesday, 8 April 2015, 18:00 — 00:00",28 / 22 °C,Clear,49%,1014 mbar,3 km/h,NNW
"Thursday, 9 April 2015, 00:00 — 06:00",22 / 17 °C,Clear,70%,1013 mbar,5 km/h,WNW
"Thursday, 9 April 2015, 06:00 — 12:00",29 / 17 °C,Clear,55%,1013 mbar,8 km/h,NW
"Thursday, 9 April 2015, 12:00 — 18:00",32 / 30 °C,Clear,30%,1012 mbar,10 km/h,W
"Thursday, 9 April 2015, 18:00 — 00:00",29 / 23 °C,Clear,46%,1012 mbar,2 km/h,WNW
"Friday, 10 April 2015, 00:00 — 06:00",23 / 19 °C,Clear,66%,1011 mbar,2 km/h,NNW
"Friday, 10 April 2015, 06:00 — 12:00",31 / 20 °C,Scattered clouds,51%,1011 mbar,6 km/h,NW
"Friday, 10 April 2015, 12:00 — 18:00",33 / 31 °C,Scattered clouds,28%,1009 mbar,12 km/h,WNW
"Friday, 10 April 2015, 18:00 — 00:00",31 / 24 °C,Passing clouds,41%,932 mbar,5 km/h,WNW
"Saturday, 11 April 2015, 00:00 — 06:00",24 / 21 °C,Passing clouds,66%,1010 mbar,6 km/h,NE
"Saturday, 11 April 2015, 06:00 — 12:00",32 / 21 °C,Scattered clouds,57%,1012 mbar,3 km/h,W
"Saturday, 11 April 2015, 12:00 — 18:00",32 / 31 °C,Scattered clouds,37%,1010 mbar,10 km/h,WNW
"Saturday, 11 April 2015, 18:00 — 00:00",30 / 25 °C,Passing clouds,48%,1011 mbar,4 km/h,S
"Sunday, 12 April 2015, 00:00 — 06:00",24 / 20 °C,Passing clouds,63%,1011 mbar,5 km/h,W
"Sunday, 12 April 2015, 06:00 — 12:00",32 / 20 °C,Scattered clouds,49%,1015 mbar,3 km/h,SE
"Sunday, 12 April 2015, 12:00 — 18:00",34 / 31 °C,Scattered clouds,26%,1013 mbar,7 km/h,S
"Sunday, 12 April 2015, 18:00 — 00:00",29 / 24 °C,Passing clouds,64%,1014 mbar,5 km/h,SW
"Monday, 13 April 2015, 00:00 — 06:00",24 / 21 °C,Clear,72%,1014 mbar,7 km/h,SSW
"Monday, 13 April 2015, 06:00 — 12:00",32 / 21 °C,Clear,49%,1016 mbar,6 km/h,SSE
"Monday, 13 April 2015, 12:00 — 18:00",34 / 32 °C,Scattered clouds,30%,1013 mbar,5 km/h,SSE
"Monday, 13 April 2015, 18:00 — 00:00",31 / 26 °C,Clear,48%,1013 mbar,6 km/h,ESE
"Tuesday, 14 April 2015, 00:00 — 06:00",26 / 21 °C,Clear,67%,1014 mbar,9 km/h,SE
"Tuesday, 14 April 2015, 06:00 — 12:00",30 / 21 °C,Scattered clouds,60%,1017 mbar,12 km/h,SSE
"Tuesday, 14 April 2015, 12:00 — 18:00",34 / 31 °C,Passing clouds,36%,1013 mbar,4 km/h,SSE
"Tuesday, 14 April 2015, 18:00 — 00:00",32 / 26 °C,Clear,46%,1013 mbar,6 km/h,ESE
"Wednesday, 15 April 2015, 00:00 — 06:00",25 / 21 °C,Clear,72%,1013 mbar,6 km/h,ESE
"Wednesday, 15 April 2015, 06:00 — 12:00",33 / 21 °C,Clear,54%,1015 mbar,4 km/h,SSE
"Wednesday, 15 April 2015, 12:00 — 18:00",35 / 33 °C,Scattered clouds,32%,1012 mbar,5 km/h,W
"Wednesday, 15 April 2015, 18:00 — 00:00",32 / 25 °C,Passing clouds,52%,1014 mbar,12 km/h,ENE
"Thursday, 16 April 2015, 00:00 — 06:00",25 / 20 °C,Thunderstorms. Partly cloudy,75%,1015 mbar,24 km/h,SE
"Thursday, 16 April 2015, 06:00 — 12:00",24 / 20 °C,Scattered clouds,80%,1018 mbar,17 km/h,ESE
"Thursday, 16 April 2015, 12:00 — 18:00",26 / 24 °C,Passing clouds,58%,1017 mbar,17 km/h,E
"Thursday, 16 April 2015, 18:00 — 00:00",25 / 21 °C,Clear,66%,1015 mbar,6 km/h,NE
"Friday, 17 April 2015, 00:00 — 06:00",21 / 19 °C,Clear,82%,1014 mbar,2 km/h,NE
"Friday, 17 April 2015, 06:00 — 12:00",30 / 21 °C,Clear,58%,1013 mbar,4 km/h,NW
"Friday, 17 April 2015, 12:00 — 18:00",34 / 31 °C,Clear,36%,1008 mbar,12 km/h,WNW
"Friday, 17 April 2015, 18:00 — 00:00",32 / 27 °C,Clear,50%,1006 mbar,3 km/h,NNW
"Saturday, 18 April 2015, 00:00 — 06:00",27 / 23 °C,Passing clouds,70%,1005 mbar,3 km/h,NE
"Saturday, 18 April 2015, 06:00 — 12:00",33 / 23 °C,Scattered clouds,56%,1006 mbar,4 km/h,NNW
"Saturday, 18 April 2015, 12:00 — 18:00",37 / 34 °C,Passing clouds,28%,1003 mbar,13 km/h,N
"Saturday, 18 April 2015, 18:00 — 00:00",34 / 27 °C,Passing clouds,48%,1005 mbar,8 km/h,ENE
"Sunday, 19 April 2015, 00:00 — 06:00",28 / 24 °C,Passing clouds,64%,1005 mbar,5 km/h,NE
"Sunday, 19 April 2015, 06:00 — 12:00",35 / 24 °C,Scattered clouds,49%,1006 mbar,7 km/h,NNE
"Sunday, 19 April 2015, 12:00 — 18:00",38 / 34 °C,Scattered clouds,25%,1003 mbar,15 km/h,E
"Sunday, 19 April 2015, 18:00 — 00:00",33 / 28 °C,Passing clouds,39%,1002 mbar,20 km/h,E
"Monday, 20 April 2015, 00:00 — 06:00",28 / 23 °C,Partly cloudy,57%,1004 mbar,21 km/h,ENE
"Monday, 20 April 2015, 06:00 — 12:00",34 / 22 °C,Scattered clouds,46%,1007 mbar,16 km/h,NNE
"Monday, 20 April 2015, 12:00 — 18:00",37 / 34 °C,Scattered clouds,21%,1006 mbar,18 km/h,NW
"Monday, 20 April 2015, 18:00 — 00:00",33 / 27 °C,Haze,44%,1008 mbar,17 km/h,NNW
"Tuesday, 21 April 2015, 00:00 — 06:00",27 / 22 °C,Clear,59%,1008 mbar,8 km/h,WNW
"Tuesday, 21 April 2015, 06:00 — 12:00",34 / 22 °C,Clear,46%,1010 mbar,13 km/h,NNW
"Tuesday, 21 April 2015, 12:00 — 18:00",38 / 35 °C,Clear,16%,1007 mbar,13 km/h,WNW
"Tuesday, 21 April 2015, 18:00 — 00:00",35 / 27 °C,Haze,26%,1008 mbar,8 km/h,N
"Wednesday, 22 April 2015, 00:00 — 06:00",27 / 22 °C,Haze,45%,1006 mbar,2 km/h,WNW
"Wednesday, 22 April 2015, 06:00 — 12:00",35 / 22 °C,Clear,39%,1006 mbar,9 km/h,WNW
"Wednesday, 22 April 2015, 12:00 — 18:00",38 / 36 °C,Clear,16%,1004 mbar,13 km/h,WNW
"Wednesday, 22 April 2015, 18:00 — 00:00",36 / 28 °C,Clear,31%,1005 mbar,5 km/h,NW
"Thursday, 23 April 2015, 00:00 — 06:00",28 / 23 °C,Haze,46%,1005 mbar,4 km/h,E
"Thursday, 23 April 2015, 06:00 — 12:00",36 / 23 °C,Clear,35%,1006 mbar,3 km/h,SSE
"Thursday, 23 April 2015, 12:00 — 18:00",39 / 37 °C,Clear,14%,1005 mbar,11 km/h,NNW
"Thursday, 23 April 2015, 18:00 — 00:00",37 / 30 °C,Haze,27%,1006 mbar,5 km/h,NNE
"Friday, 24 April 2015, 00:00 — 06:00",29 / 25 °C,Haze,51%,1006 mbar,0 km/h,N
"Friday, 24 April 2015, 06:00 — 12:00",38 / 25 °C,Haze,32%,1007 mbar,4 km/h,W
"Friday, 24 April 2015, 12:00 — 18:00",40 / 37 °C,Passing clouds,15%,1005 mbar,5 km/h,E
"Friday, 24 April 2015, 18:00 — 00:00",36 / 30 °C,Haze,26%,1005 mbar,8 km/h,ESE
"Saturday, 25 April 2015, 00:00 — 06:00",29 / 24 °C,Clear,49%,1005 mbar,4 km/h,E
"Saturday, 25 April 2015, 06:00 — 12:00",37 / 25 °C,Clear,35%,1007 mbar,8 km/h,SSE
"Saturday, 25 April 2015, 12:00 — 18:00",40 / 38 °C,Clear,14%,1005 mbar,6 km/h,NNE
"Saturday, 25 April 2015, 18:00 — 00:00",38 / 29 °C,Haze,26%,1006 mbar,8 km/h,E
"Sunday, 26 April 2015, 00:00 — 06:00",28 / 24 °C,Clear,49%,1007 mbar,15 km/h,SE
"Sunday, 26 April 2015, 06:00 — 12:00",33 / 24 °C,Haze,44%,1011 mbar,24 km/h,ESE
"Sunday, 26 April 2015, 12:00 — 18:00",36 / 34 °C,Clear,27%,1008 mbar,15 km/h,ESE
"Sunday, 26 April 2015, 18:00 — 00:00",35 / 27 °C,Passing clouds,40%,1007 mbar,13 km/h,ESE
"Monday, 27 April 2015, 00:00 — 06:00",27 / 24 °C,Passing clouds,56%,1007 mbar,14 km/h,ESE
"Monday, 27 April 2015, 06:00 — 12:00",33 / 24 °C,Clear,46%,1009 mbar,24 km/h,SE
"Monday, 27 April 2015, 12:00 — 18:00",36 / 34 °C,Haze,30%,1006 mbar,21 km/h,ESE
"Monday, 27 April 2015, 18:00 — 00:00",34 / 28 °C,Passing clouds,45%,1008 mbar,14 km/h,NE
"Tuesday, 28 April 2015, 00:00 — 06:00",28 / 25 °C,Passing clouds,52%,1007 mbar,11 km/h,NNW
"Tuesday, 28 April 2015, 06:00 — 12:00",34 / 25 °C,Haze,38%,1008 mbar,14 km/h,NNW
"Tuesday, 28 April 2015, 12:00 — 18:00",38 / 35 °C,Clear,24%,1006 mbar,11 km/h,WNW
